"","T","P","TSA","TSB","MB","Rain"
"30",0.219472222,0.049042061,0.621041667,0.5799375,0.323250512,9e-05
"31",-2.772597225,0.056728461,0.645760417,0.628229167,0.323615272,7e-06
"32",-3.009270842,0.068706042,0.606635417,0.623479167,0.323002773,0.000153
"33",-2.251249983,0.086271588,0.600041667,0.6155,0.322458656,0.000632
"34",-1.878875,0.108812074,0.6158125,0.604083333,0.322678951,0.000271
"35",-1.28499306,0.12840532,0.617635417,0.600041667,0.322692825,0.001549
"36",-5.113333379,0.136186032,0.654479167,0.648583333,0.322619138,3.2e-05
"37",-10.38715277,0.116498474,0.527645833,0.6501875,0.32001498,0
"38",-14.06337542,0.082569855,0.165041667,0.539520833,0.308822033,0
"39",-10.99772919,0.099687421,0.049770833,0.464833333,0.282785165,0
"40",-13.26356954,0.115437467,-0.039875,0.372645833,0.200611274,0.001111
"41",-10.47333333,0.143448029,-0.062291667,0.278520833,0.175465865,0.000146
"42",-9.029562521,0.173014734,0.006447917,0.235729167,0.173397104,0.00066
"43",-3.947840288,0.224013762,0.20453125,0.2245625,0.175342116,7e-06
"44",1.895506929,0.267255656,0.332395833,0.193291667,0.183491145,0
"45",3.178833329,0.301420054,0.441364583,0.2013125,0.201193219,0
"46",-0.214326381,0.654145649,0.53875,0.269333333,0.213093333,0
"47",-2.1367153,0.040271077,0.537802083,0.281770833,0.218593845,0.000806
"48",-0.824763884,0.254382115,0.528666667,0.2784375,0.220474708,0.000354
"49",-0.156770834,0.50289333,0.518770833,0.280416667,0.221335937,0.000556
"50",0.644590285,0.138826758,0.5361875,0.274791667,0.22211673,0.00341
"51",-2.234701398,0.336150321,0.583677083,0.30775,0.223669168,7.7e-05
"52",-5.894426413,0.040789791,0.526510417,0.3524375,0.222988792,0.000475
"53",-8.405750038,0.805893104,0.16378125,0.315395833,0.214102731,0.001417
"54",-5.039583296,0.451163387,0.287364583,0.269583333,0.194931458,0.004334
"55",-9.438298588,-0.054677183,0.24103125,0.267395833,0.187089698,0.002639
"56",-7.051986113,0.312619563,0.18921875,0.234333333,0.179758275,0.000815
"57",-6.330638904,-0.010727951,0.255364583,0.232833333,0.180194229,4.9e-05
"58",-6.894999854,0.393656854,0.231947917,0.2229375,0.179783209,0.000542
"59",0.419263893,0.446542115,0.331552083,0.183979167,0.184399636,0.003132
"60",1.135479164,0.511004133,0.468208333,0.210291667,0.203259687,0.003224
"61",0.130798613,0.495678488,0.527354167,0.237083333,0.226311678,0.000744
"62",-0.79781944,0.381985787,0.55890625,0.2539375,0.23140325,0.000841
"63",-5.864194421,-0.02621864,0.600833333,0.3139375,0.23498173,8.3e-05
"64",-6.027916729,0.361284378,0.434260417,0.311645833,0.227264135,6.3e-05
"65",-7.959902738,0.250680383,0.233416667,0.251104167,0.192189426,0.000181
"66",-5.475506975,0.732047077,0.108989583,0.171875,0.172464229,4.9e-05
"67",-1.961201364,0.531516918,0.285572917,0.180708333,0.174952687,0.002683
"68",-1.217611097,0.645987691,0.408083333,0.209,0.183066623,0.001885
"69",0.380881938,0.360364839,0.450697917,0.201708333,0.193479698,0.000889
"70",-1.095444459,0.274423342,0.508635417,0.236145833,0.207768105,0
"71",0.179826388,0.416268074,0.494,0.2301875,0.212868145,5.6e-05
"72",2.63615975,1.103163445,0.496020833,0.2079375,0.216966647,0
"73",0.306326382,0.761448736,0.54996875,0.24525,0.224499865,0.002384
"74",2.336430565,1.212164142,0.533333333,0.224375,0.231347011,0.000704
"75",1.835291635,1.086564594,0.553854167,0.235625,0.237624604,0
"76",1.225479155,1.027478341,0.574010417,0.247770833,0.244678802,0.004465
"77",0.856194446,1.555882974,0.579947917,0.2485,0.247532751,2.1e-05
"78",-0.97389585,0.977280962,0.6055,0.273395833,0.244612188,0
"79",-1.633438325,0.756638842,0.600791667,0.284166667,0.242917126,0
"80",-0.852805559,0.800281561,0.575875,0.283875,0.242713125,0.001035
"81",1.608555559,1.366080766,0.561177083,0.256968421,0.24300177,0.000174
"82",0.404770834,0.967637595,0.588625,0.280854167,0.243999428,0
"83",-1.573583326,0.75055574,0.5765,0.309479167,0.243402937,5.6e-05
"84",0.668423638,1.17387361,0.537072917,0.282270833,0.24098352,0.001069
"85",3.866166906,1.270920304,0.519666667,0.2458125,0.2412848,0.00034
"86",4.803180103,1.492387652,0.542072917,0.260291667,0.244054197,0.000431
"87",-0.627277785,1.370395524,0.611489583,0.323726316,0.251011951,7e-06
"88",-2.759881951,0.815701517,0.58065625,0.348875,0.253182468,0
"89",-2.373166676,0.423624383,0.467791667,0.329770833,0.248827106,0
"90",0.055097243,1.203393158,0.493239583,0.294625,0.265054749,0.000431
"91",-0.550055556,0.82673598,0.558833333,0.320854167,0.270804328,0.004333
"92",1.455891009,1.375111107,0.54265625,0.287541667,0.275449145,0.000535
"93",0.625631945,1.510141821,0.56678125,0.304375,0.280777254,0.000404
"94",3.529493018,2.407493654,0.540135417,0.2806875,0.280617248,0
"95",4.492520846,1.61143254,0.522302083,0.264520833,0.28206797,0.001236
"96",3.345118077,2.329049934,0.542208333,0.284479167,0.277888692,0
"97",1.434368038,2.212575038,0.575760417,0.316208333,0.276649636,0.001403
"98",0.397118049,1.919030007,0.600739583,0.341270833,0.276260314,0
"99",4.651923719,2.233795161,0.536385417,0.288916667,0.273980483,0.001285
"100",5.000604158,2.078534596,0.529333333,0.288479167,0.275428939,0.000646
"101",0.199694457,2.125454645,0.60584375,0.361125,0.276416135,0.001674
"102",-0.714881925,1.794373575,0.611229167,0.371145833,0.274588583,0.000403
"103",-1.860472218,1.968968029,0.632885417,0.395458333,0.273172955,0.000132
"104",-4.596208363,0.655583902,0.666552083,0.42975,0.272035595,0
"105",-4.888524713,0.71110989,0.6703125,0.437375,0.271459055,0.000375
"106",-3.360923598,0.7916992,0.649552083,0.429270833,0.271247543,0
"107",-2.105715292,0.797758724,0.591072917,0.413041667,0.271056461,0
"108",-1.032298593,1.062444388,0.552979167,0.403104167,0.270624395,0
"109",0.680737402,0.795377355,0.52759375,0.378104167,0.270536313,0
"110",1.169486127,1.541877693,0.550072917,0.377375,0.270899159,0.001146
"111",3.453138777,2.041705894,0.540302083,0.351479167,0.271398726,0.001306
"112",1.38673613,1.777114542,0.576354167,0.380770833,0.27167,0.002504
"113",1.269347232,2.160515004,0.582625,0.388791667,0.272935082,0.000319
"114",1.06669446,1.942348564,0.596895833,0.403854167,0.273997029,0.000965
"115",0.438965275,2.432462665,0.608041667,0.417520833,0.275284829,0.002118
"116",-0.063180554,1.192500162,0.613333333,0.423541667,0.277649685,0.008899
"117",2.219656068,2.560514317,0.57596875,0.390875,0.28120392,0.000104
"118",0.948645838,2.104847548,0.595875,0.4133125,0.284856718,0
"119",0.907097223,2.92014824,0.60359375,0.427583333,0.282771739,0.003854
"120",-0.008423619,1.886516064,0.613635417,0.440270833,0.28233554,0.003137
"121",4.506402803,2.849862479,0.559927083,0.393541667,0.285454937,0
"122",6.147466938,3.024810601,0.541875,0.388854167,0.286109379,0
"123",5.448374992,3.100755063,0.5663125,0.422520833,0.284077063,0
"124",5.810951376,3.015473747,0.594333333,0.449416667,0.283239426,0
"125",9.863791538,2.579400226,0.6555,0.468875,0.283193469,0
"126",7.629041625,3.960028564,1.103739583,0.688875,0.284952533,0
"127",2.485777775,3.624444113,1.1093125,0.785645833,0.285215375,7e-06
"128",0.095194451,2.989938866,1.1384375,0.844791667,0.284612553,0.001591
"129",-0.449131944,2.62988054,1.0069375,0.795229167,0.284216044,0.000479
"130",-0.095847229,2.555020663,1.033583333,0.788083333,0.283810126,7.6e-05
"131",0.290770848,2.390258199,1.067364583,0.813708333,0.283524504,3.5e-05
"132",1.954455059,2.546579769,1.121739583,0.8263125,0.283028864,0
"133",5.537618038,3.177807686,1.419604167,0.959083333,0.28302774,0
"134",8.835729283,3.763412339,1.884541667,1.2154375,0.283932865,0
"135",3.789423565,4.386411563,2.296705263,1.574125,0.285942585,0
"136",6.429152842,3.960594434,2.136708333,1.4674375,0.286249395,0
"137",7.375055546,3.185541242,2.656989583,1.740333333,0.287162347,0.000632
"138",10.04577768,2.384410876,3.394916667,2.082604167,0.289564639,2.1e-05
"139",16.53865981,4.849953355,4.84175,2.792416667,0.293571082,0
"140",12.49593069,5.406745796,5.527197917,3.5906875,0.295944603,0
"141",13.95565964,6.022011465,5.271604167,3.593520833,0.292926905,0
"142",13.56933329,5.146139112,5.752479167,3.895854167,0.290771874,0
"143",13.475561,6.847662861,6.277479167,4.2386875,0.288827375,0
"144",14.767632,7.80384159,6.613385417,4.435041667,0.286171918,0
"145",11.56418752,6.593115701,6.93978125,4.790104167,0.283418582,3.5e-05
"146",10.38417721,7.378944,6.663885417,4.842625,0.280809873,4.9e-05
"147",6.543444521,6.093028142,5.958364583,4.660770833,0.278912364,0.005076
"148",12.96516674,6.005695548,6.63771875,4.9186875,0.279306887,0
"149",8.93790975,7.530762189,7.281604167,5.7414375,0.2766722,0
"150",8.561440433,5.492734449,6.272145833,5.27325,0.274170659,0.002014
"151",7.053451475,5.495563799,6.421791667,5.350979167,0.274083636,0.001544
"152",5.060020796,8.011020721,5.6131875,4.958708333,0.272331259,0.000493
"153",4.020474709,6.213699907,4.956458333,4.491875,0.270207105,0.000667
"154",6.884284825,8.027501683,5.131583333,4.394520833,0.267971863,0
"155",10.26342354,7.406883828,5.4786875,4.5849375,0.265229528,0
"156",9.695951438,4.770236427,6.30278125,5.1233125,0.263226582,0.004986
"157",14.26507625,7.176975588,7.38465625,5.787041667,0.263865429,6.4e-05
"158",18.21763888,7.831215548,8.341979167,6.5669375,0.260875513,0
"159",15.33179854,7.62818613,8.997822917,7.241208333,0.25785851,0.00645
"160",12.267117,5.979123239,9.0205625,7.4625,0.264031718,0.001711
"161",14.89320392,8.04042238,9.041385417,7.4993125,0.261609802,7e-06
"162",12.74955578,6.023048893,9.640322917,7.967604167,0.258944736,0.000717
"163",12.17757408,3.541897836,9.3473125,7.980479167,0.259469042,0.007879
"164",10.49360347,5.237102704,9.280604167,8.0315,0.278924729,0.011986
"165",14.0945854,9.836304942,8.697375,7.6465,0.278430584,0
"166",16.73171535,10.22715602,9.108958333,7.818145833,0.275453279,0
"167",16.486243,9.326809796,9.848364583,8.329333333,0.272685833,0
"168",18.52070838,10.87201198,10.43875,8.785125,0.269703228,0
"169",15.70606246,7.885326861,10.5751875,9.0330625,0.267313896,0.002222
"170",14.62851396,9.937737129,10.30926042,8.9968125,0.264729107,0
"171",9.56163875,5.09054239,9.562583333,8.607166667,0.276230343,0.014438
"172",10.92277068,10.80108961,9.13996875,8.2315625,0.280047863,0.001146
"173",9.419727483,10.6205771,8.972395833,8.096,0.276831592,0.00175
"174",9.373777704,9.714690061,8.609291667,7.818270833,0.274240825,0.000458
"175",10.74528485,8.32064589,8.79525,7.838270833,0.271560857,0.002958
"176",11.27428688,8.202331917,9.33740625,8.150083333,0.276374074,0.009754
"177",10.81673931,9.020579848,9.513760417,8.383520833,0.28515954,0.00234
"178",10.86852077,8.606716721,9.422697917,8.390208333,0.294260761,0.011132
"179",12.47246063,10.76423733,9.565385417,8.421729167,0.301459054,0.001597
"180",15.2017361,10.91249525,9.945729167,8.682916667,0.293259887,0
"181",17.04393748,11.72204293,10.51111458,9.099125,0.288326646,0
"182",17.10503475,11.24598127,10.76003125,9.362854167,0.284398237,0
"183",16.7615555,11.52210222,10.98986458,9.592354167,0.280462279,0
"184",14.27827452,6.7947776,11.10870833,9.763166667,0.277726397,0.00175
"185",12.403618,7.657328432,10.84321875,9.664020833,0.276501428,0.000826
"186",10.69344448,9.796670469,10.47459375,9.478479167,0.274387907,6.2e-05
"187",8.665965263,9.888860113,9.586666667,8.923229167,0.271621138,0.00016
"188",13.12193045,10.75034994,9.447302083,8.5995,0.268817366,0.000785
"189",16.05422221,10.16804619,10.09259375,8.966291667,0.265026429,0
"190",16.69005548,10.26021226,10.73767708,9.418729167,0.261231521,0
"191",17.4928194,10.99928556,11.24977083,9.803166667,0.257527478,0
"192",15.72406258,8.740238449,11.67932632,10.21307368,0.273131498,0.022851
"193",16.67102083,6.643525281,12.41266667,10.7644375,0.314844812,0.004321
"194",13.04102071,6.79105229,12.10357292,10.81058333,0.313888823,0.003688
"195",11.50338202,9.769060731,11.29075,10.33445833,0.313204843,0.000424
"196",14.25797919,10.93541299,10.76029167,9.885875,0.307563941,0
"197",16.45547217,9.823077733,11.0600625,9.9749375,0.301081066,0
"198",13.55975683,6.559941575,11.48046875,10.29347917,0.301466782,0.007757
"199",13.41000004,10.67624455,11.27563542,10.25641667,0.30272627,0
"200",10.51949992,5.771213193,10.81573958,9.9991875,0.301562352,0.003694
"201",11.62906942,8.016891622,10.68944792,9.795395833,0.300271898,0.000368
"202",12.36445838,10.29397583,10.91494792,9.883479167,0.298229312,0.00241
"203",13.00775698,9.773092555,10.99452083,9.959729167,0.29710703,0.003778
"204",15.30523467,10.845086,11.32346875,10.14902083,0.295971513,0
"205",13.40243754,5.468802866,11.48679167,10.37054167,0.292069148,0.000475
"206",13.19780548,6.810173978,11.59651042,10.44860417,0.290270488,0.001104
"207",14.89393763,10.60485063,11.83702083,10.57604167,0.288258561,0
"208",15.32361188,10.06123824,12.04040625,10.77909474,0.284676415,2.1e-05
"209",17.43650971,7.465121276,12.34229167,10.99239583,0.282868008,0.002764
"210",16.46041752,11.04839835,12.94933333,11.43527083,0.281186928,0.002037
"211",16.39826381,10.92220935,12.86846875,11.51039583,0.278436291,0
"212",15.32529816,8.778104579,12.91648958,11.60766667,0.275398624,0.000948
"213",18.26346806,10.66528082,12.85532292,11.57252083,0.272923502,0.000431
"214",14.38168052,6.744179396,12.77620833,11.599375,0.274256966,0.007502
"215",15.19256258,9.539671205,12.63048958,11.48504167,0.27599449,0.000785
"216",13.95215977,7.008181301,12.513125,11.47,0.28206256,0.013868
"217",15.21930546,9.426450061,12.83388542,11.594,0.296841529,0.001431
"218",14.554257,6.83490721,13.08076042,11.846625,0.29859744,0.01031
"219",11.7108055,6.76120265,12.60341667,11.70772917,0.306718794,0.000222
"220",14.12722925,10.99876684,12.07934375,11.210125,0.30443803,2.1e-05
"221",16.33329175,10.42391372,12.71709375,11.52814583,0.300879782,0
"222",15.49096775,6.249090356,13.009625,11.80095833,0.299857791,0.004619
"223",17.04886129,10.83862565,13.01022917,11.83347917,0.299005194,0
"224",17.79021529,8.322815058,13.36305208,12.06833333,0.296956282,0.006209
"225",15.07409733,6.365895342,14.11215625,12.7241875,0.323394116,0.013974
"226",13.49361804,9.066839715,12.8339375,12.10639583,0.31815525,0
"227",14.16945125,10.33082811,12.2435625,11.5335,0.309997583,0
"228",13.269225,9.060308633,12.42521875,11.53289583,0.305127634,4.9e-05
"229",17.80625476,8.994738454,13.1781875,11.92377083,0.301111236,0
"230",16.42021521,7.993690955,13.59301042,12.29097917,0.297897841,4.2e-05
"231",15.95654173,5.216377718,13.61514583,12.37920833,0.29589752,0.001931
"232",15.50050696,10.32738574,13.42323958,12.33879167,0.293710333,0
"233",14.55793746,9.903832088,13.06173958,12.09664583,0.290017244,0
"234",12.39569446,8.189128285,12.69382292,11.873875,0.287635795,0.000417
"235",11.08665969,5.129115858,12.31096875,11.59872917,0.286259605,0.001104
"236",10.3150485,8.136761737,11.64128125,11.11504167,0.284385894,0
"237",9.069958408,7.516898375,10.98457292,10.62533333,0.281625988,4.9e-05
"238",8.698014754,7.479810317,10.63280208,10.2811875,0.278818137,0.000944
"239",8.726374992,6.534241649,10.489875,10.05710417,0.276591367,0.002021
"240",8.430597221,7.050385767,10.30303125,9.909041667,0.275045907,0
"241",6.862895875,5.948613418,9.971564103,9.79025641,0.273509424,0
"242",14.54494903,4.821447656,12.02112069,10.79931034,0.294648629,0.010598
"243",12.91600702,2.472380074,11.84428125,10.92414583,0.298104518,0.008188
"244",13.15773615,4.563033718,12.09377083,11.10104167,0.300821864,0.000641
"245",11.54740971,7.608640039,11.45321875,10.77170833,0.29755478,0
"246",11.42456946,9.035551823,11.22515625,10.599375,0.294913042,0
"247",9.325513913,9.106191254,10.51498958,10.17170833,0.291154924,0
"248",8.699139017,8.362190174,10.05019792,9.757770833,0.287637375,0
"249",8.628732354,7.500464569,9.6581875,9.420270833,0.284525854,0
"250",8.022048621,2.735462439,9.756583333,9.369729167,0.28256725,0.00384
"251",8.751857879,3.243330709,9.934895833,9.392375,0.283817751,0.002785
"252",10.23543051,2.815391568,10.1434375,9.495833333,0.286398728,0.006938
"253",13.33896527,2.610853163,11.19549474,10.122875,0.307622796,0.010144
"254",12.39062498,5.792928452,11.37252083,10.44672917,0.30954743,0
"255",11.74012517,3.304656864,11.25803125,10.45572917,0.329563177,0.021458
"256",11.76290979,4.705892299,11.28775,10.47085417,0.325745703,0.000215
"257",9.879493054,4.703675975,10.93266667,10.31383333,0.319980242,0.001096
"258",9.012166646,4.735624049,10.7418125,10.17658333,0.317489397,0.003257
"259",6.708263804,4.172465571,9.913989583,9.6644,0.321920061,0.003995
"260",7.697354213,3.928056913,9.554989583,9.280666667,0.319957199,0.000285
"261",8.102201338,3.665587573,9.65346875,9.259541667,0.317224779,0.000153
"262",6.109819454,2.874430665,9.292489583,9.064354167,0.315213657,0.000319
"263",6.774711871,3.567857119,9.065875,8.7925,0.314479143,0.00389
"264",10.02584729,4.422108525,9.4655,8.9059375,0.315634132,2.1e-05
"265",9.145840217,3.638213615,9.72859375,9.160708333,0.31438603,0
"266",10.44427783,5.531897364,9.864395833,9.221,0.312914962,0
"267",11.23522644,5.684422891,9.835895833,9.2504375,0.311284552,0
"268",11.5542569,5.540267524,9.767645833,9.225854167,0.309771577,0
"269",10.86969442,5.06161229,9.934104167,9.304104167,0.308387489,0
"270",8.179229125,2.088602366,9.95359375,9.389270833,0.307452238,0
"271",7.648124967,3.964414056,9.552177083,9.156916667,0.306827162,0
"272",5.304694433,4.425244388,8.80009375,8.695458333,0.306270371,0
"273",5.035215283,1.491892515,8.588416667,8.426333333,0.305716204,2.1e-05
"274",6.382895963,1.515046027,8.4686875,8.252145833,0.305201389,2e-04
"275",6.568805538,1.045444712,8.441875,8.210041667,0.304637115,7e-06
"276",6.262585438,0.374629477,8.2021875,8.035,0.306762165,0.007458
"277",8.496777958,1.522284447,8.628322917,8.144791667,0.319956521,0.010494
"278",6.844958358,2.704056658,8.693739583,8.302041667,0.325742551,0.001426
"279",6.527909688,2.566903931,8.535375,8.208145833,0.321489659,0.000215
"280",5.468611133,2.356376736,8.290916667,8.0508125,0.320021042,0.003792
"281",6.055340296,1.227324741,7.952354167,7.791041667,0.328361311,0.011826
"282",6.942625021,0.959951195,8.238072917,7.888375,0.334431114,0.009009
"283",6.382215246,1.344719175,8.110041667,7.837416667,0.333802279,0.007325
"284",5.106895825,3.189620221,7.905708333,7.731520833,0.326433519,0.000979
"285",4.321513896,3.216947023,7.366302083,7.373958333,0.321926316,1.4e-05
"286",5.053493017,2.270694596,7.270583333,7.1978125,0.319231386,0.00066
"287",4.549646721,1.550742989,7.303697917,7.1829375,0.317611677,0.003687
"288",6.178601821,1.781452879,7.39,7.149354167,0.31860929,7e-06
"289",7.709312483,1.325503175,7.651739583,7.2836875,0.319437784,0.004125
"290",5.213055567,1.513607774,7.340552083,7.220125,0.320054375,0.003597
"291",4.610423617,1.902784825,7.13640625,7.037395833,0.323704676,0.002138
"292",3.76942365,1.967529777,6.886979167,6.850583333,0.321592937,0.000503
"293",1.245090283,2.592981104,6.335260417,6.5358125,0.319083564,0
"294",-0.78097222,0.945191421,5.67815625,6.043354167,0.317661022,7e-06
"295",-0.247152775,1.043063342,5.330229167,5.672208333,0.316638616,6.9e-05
"296",-1.459201375,1.300251229,5.039010417,5.422625,0.31570248,9e-05
"297",-0.624285425,1.718499848,4.816229167,5.172291667,0.314836615,1.4e-05
"298",-0.240613308,2.202530847,4.546666667,4.952875,0.3141607,0
"299",-1.9845764,1.12278027,4.378302083,4.755833333,0.313514344,0.00623
"300",-1.653027776,0.710048883,4.321177083,4.637666667,0.31296177,0.000258
"301",0.516694433,0.994681463,4.257104167,4.530354167,0.316130125,0.008085
"302",-0.036113465,0.625380594,4.077885417,4.346541667,0.328598134,0.002907
"303",-1.076520849,0.87851308,3.987677083,4.2885,0.324585114,0.000292
"304",-2.229368049,0.78243308,3.714270833,4.12525,0.321697483,0
"305",-2.841859244,0.703140555,3.555875,3.9591875,0.31965225,0.000466
"306",-4.256250018,0.194093389,3.313291667,3.789833333,0.31825924,5e-04
"307",-0.005826386,0.671121747,3.187916667,3.59725,0.317103917,0
"308",3.445967279,0.602439283,3.337760417,3.56475,0.318385865,0.002239
"309",5.338381971,0.51487091,3.603239583,3.604,0.330157955,0.001806
"310",5.359545338,0.172708221,4.467864583,4.046458333,0.329405385,0.000743
"311",1.504993051,1.033632177,4.179510417,4.206354167,0.324141416,0
"312",3.91135415,1.177457453,4.32009375,4.160895833,0.32114021,0
"313",4.18057235,0.386041188,4.675385417,4.416083333,0.319234311,0.003317
"314",3.578152817,0.652377306,4.961770833,4.668458333,0.320271,0.000795
"315",2.106680549,0.726694891,4.770833333,4.6395,0.319849458,0.004333
"316",1.00357768,0.504685252,4.375791667,4.4190625,0.324455707,0.002125
"317",0.264180556,-0.09122295,4.182447917,4.2654375,0.32449151,0.001397
"318",-0.085631948,0.082734901,3.94696875,4.079791667,0.322725508,0.000215
"319",-0.617958336,0.324903656,3.720177083,3.898625,0.320799532,0.000661
"320",0.451055553,0.190226611,3.649375,3.7865625,0.320001801,0.001116
"321",1.930620791,0.243984255,3.767270833,3.782145833,0.322831638,0.003799
"322",2.144479173,0.372531043,3.9008125,3.864958333,0.323578073,0.002271
"323",1.499513895,0.420464942,4.1146875,4.0215625,0.327654252,0.006641
"324",-0.525888886,0.241767931,3.797041667,3.8908125,0.328811855,0.000764
"325",-1.711402775,0.280600756,3.47046875,3.665520833,0.323600872,0.001333
"326",-3.02895835,0.331741252,3.287770833,3.504333333,0.321007165,0.000334
"327",-2.772152385,0.718442621,3.008166667,3.309520833,0.319367878,0.003815
"328",2.853885111,0.405610856,2.934291667,3.133125,0.319792604,0.000335
"329",1.358604177,0.55115732,3.053135417,3.142979167,0.325741434,0
"330",-0.097777778,0.359138788,3.080614583,3.164208333,0.324309249,0.0015
"331",1.295006941,0.491505198,3.123822917,3.17175,0.323193686,0.001635
"332",1.093868061,0.236368589,3.224270833,3.2256875,0.327488258,0.001502
"333",-0.169972222,0.379203593,3.14203125,3.218083333,0.324545988,0.00073
"334",0.2104375,0.199634199,3.059322917,3.150958333,0.323639126,0.000306
"335",-1.386395823,0.244597281,2.998760417,3.120270833,0.323871075,0.001875
"336",-1.641042975,0.059109831,2.850625,3.008291667,0.321704601,0.000517
"337",1.480569456,0.154694694,2.88209375,2.9524375,0.32089644,0.001426
"338",-1.298791664,0.145499308,2.883572917,2.974979167,0.322632533,0.000556
"339",-2.513055546,-0.166200717,2.65990625,2.848833333,0.32122728,0.000111
"340",-3.061958288,-0.149601865,2.5166,2.7189375,0.319762542,0.001326
"341",-4.091375025,0.257800913,2.368166667,2.6005,0.318638285,0.002771
"342",1.178402793,0.203406665,2.239322917,2.442916667,0.318068212,0.002975
"343",1.209451392,0.201803367,2.307114583,2.436541667,0.321852783,0.001014
"344",-0.455680559,0.131163936,2.44234375,2.500041667,0.324395353,7e-06
"345",-1.11269444,0.073515936,2.50503125,2.5498125,0.322373988,0
"346",-2.416880417,0.370621232,2.453197917,2.543375,0.320532156,0.008653
"347",-2.4954514,-0.113975637,2.47596875,2.5375625,0.319206564,9.1e-05
"348",-0.905317523,0.223094223,2.484208333,2.522895833,0.318194553,2.1e-05
"349",-2.012472229,0.242828937,2.520041667,2.543729167,0.317516367,0.000632
"350",-0.305243053,0.13078669,2.516395833,2.531291667,0.316853668,0.002293
"351",-2.811159741,0.069154022,2.565802083,2.563625,0.316432907,4.2e-05
"352",-1.450576388,0.147102606,2.539677083,2.544708333,0.316034132,0.001354
"353",-0.621847217,-0.007969335,2.551291667,2.5355625,0.315654915,0.000306
"354",0.03054166,0.200105757,2.56778125,2.541166667,0.317002293,0.004514
"355",-0.369666658,-0.262799431,2.5204375,2.500416667,0.333408856,0.001414
"356",-2.126916646,0.014547573,2.5118125,2.507354167,0.328521105,0.000201
"357",-2.2155764,-0.142622802,2.453739583,2.4884375,0.325710998,0.002847
"358",-4.32046525,0.02294131,2.434770833,2.4775625,0.323845488,2.8e-05
"359",-5.190710608,0.025605615,2.321104167,2.407770833,0.32236644,0.00325
"360",-3.378374953,0.070427229,2.227375,2.3065625,0.321137863,0.001034
"361",-0.658409717,0.190533124,2.22365625,2.27075,0.320158555,0.001917
"362",-0.03707639,0.064674218,2.249270833,2.266625,0.319295081,0.000514
"363",0.698152782,0.137930798,2.288322917,2.281854167,0.319241218,0.001075
"364",-0.22148611,0.151794611,2.329375,2.2935625,0.322147188,0.001528
"365",-1.702652777,0.230568422,2.392510417,2.334375,0.32346524,0
