Temp,VPD,PAR,Precip,CO2
-0.799917459800761,0.026564186860864,0.215361050861079,1.3735742393851,380
3.13707615045256,0.041658537624521,0.337373354593298,0.471799321316239,380
1.77368850675714,0.015317719810873,0.425145119548466,0.432301725433416,380
-0.0812092209940913,0.0217111686191507,0.549905768087608,0.144789531619709,380
1.85466495574466,0.03336229076646,0.290928093399111,0.261083358263035,380
1.82164837218592,0.0196826370832308,0.132068375379836,0.535952431443714,380
-6.46991519504652,0.0365525801296237,1.14887937398728,0.443765765953747,380
-11.33903311682,0.0447108970118768,1.52077694130691,1.90733300611796,380
-12.2243785906395,0.0390245348816531,1.4998500119232,0.799448968687451,380
-17.0479225352692,0.0217512799857633,1.05269691020049,0.734554973829224,380
-13.00064990407,0.0165158869870237,1.12795580866433,2.1988806078886,380
-9.60037213877522,0.0168796469746832,0.961960603145083,0.861065199928211,380
-13.4764143425674,0.014363230298364,1.17434119421204,3.33555884601293,380
-20.6757227286656,0.0251729626711108,1.76299521315992,0.962452339141075,380
-15.208526381008,0.0243569093757143,0.428814393826884,1.77387905756658,380
-13.9519168410528,0.0140977303213106,2.55079610292318,1.24682199837822,380
-14.1764602529972,0.0180051869307875,2.18278492301765,0.462058984303327,380
-9.10120800638553,0.0273528605973907,1.57502583912021,0.510832333397606,380
-4.0624069501677,0.0139625012705059,0.00284735445856288,1.03846406088107,380
-10.8261204250171,0.0285769072149651,2.94505187647199,0.349882540878481,380
-14.3270790464624,0.0498373916802916,2.2654698759169,-0.0515976490742752,380
-12.1724110067964,0.0262709171525707,2.48872423141052,-0.106746041943833,380
-1.13152488700423,0.0139287676189899,0.338353077927232,2.91602872070175,380
4.6090025821062,-0.0143849705671215,0,0.234760516644784,380
5.50640646625093,0.0127008130772253,0.854132345541773,0.710882420076351,380
4.10593725784406,0.00102411854952047,0,0.976851270705754,380
-5.54039512891752,0.0248649369035828,1.73284350254182,0.0755631068718902,380
-12.6277004491412,0.0134833642943227,1.98963187853215,0.349064901054348,380
-14.2506491650778,0.0132725052096825,2.09743505986781,0.513697935965952,380
-17.9350661005744,-0.00379014543676059,2.10061072942543,0.681925491478631,380
-21.1409853675479,-0.00187184300842276,4.24091110576518,0.118525669528288,380
-13.1257118370874,0.00356404135088584,1.51477954375825,-0.1158257631876,380
-15.0839283595234,0.00529202596662693,2.75247966967045,0.953302842169454,380
-17.8149797923495,0.00785546169746901,3.43171245982029,-0.107241787631067,380
-10.054642194903,0.0358795799671277,3.16229665137535,0.176912039197178,380
-4.45533217398966,0.0377782469314753,3.09307344024925,0.193348842691099,380
-4.29271996834051,0.031210657773543,3.1724403246547,0.12776297452058,380
0.514585893996208,0.0456770002131203,4.4213403149078,0.236086402643834,380
-0.0158060993180671,0.00441457842617145,1.34180995307248,0.582504504299107,380
6.82829360674965,0.107957731763953,3.09489686855978,2.13552376597784,380
0.306308531344994,0.0829393523821675,3.46235486148987,1.50361017649784,380
-11.6440131425855,0.0389700663574085,9.04717372800387,0.110191935444949,380
-15.3483032196736,0.0273225385542325,8.33377040520838,0.257122702774428,380
-14.8958490131118,0.0390325318869443,6.62784434642328,0.200694654665394,380
-12.3592898077,0.0408651869858143,5.33852542468132,2.14063290266807,380
-12.9113255440383,0.0323915522650624,7.74245194732024,1.24942402888038,380
-5.03041273063181,0.0183418931888143,3.41788165889834,2.05755558262297,380
-1.4200288521088,0.0329905772748558,3.99568822355319,0.698031150508133,380
-3.35610305705398,0.0387882244148407,4.48438158710851,0.382097613935642,380
-4.21466444541396,0.0138757226324985,2.98914875466815,0.112998043372218,380
-6.99335875406197,0.0279506399234614,3.55870805875998,0.0273538107583911,380
-2.50801260642614,0.0100397432655503,0.394530418072641,0.580567161540024,380
-9.18395355781679,0.0411355557920891,6.57952060712195,2.20725066902631,380
-14.8888608089225,0.0265014051769201,7.41003245168765,0.526868332651183,380
-12.7157634949328,0.0388972861437556,9.01630054358743,5.45010261428332,380
-9.70924461187131,0.0727731308200999,11.52514764566,0.886304618288642,380
-14.619954527267,0.0604790442827573,14.9137584182367,0.757903221276892,380
-12.3446224118488,0.0822960751529124,8.24825502532302,0.850311580928005,380
-10.7629755546933,0.109519241562182,10.1667117218822,1.47812038277979,380
-17.4470443776252,0.103986362358311,18.2608754790326,0.242291360677219,380
-16.5966782244324,0.115531891338789,16.4041767797996,0.0853111426389696,380
-9.3573573489494,0.0995180661070358,7.7344083435228,1.40155523891219,380
-8.10661175747018,0.0877904288036176,13.6816621855693,0.377416680675427,380
-9.63270351919119,0.0921073044427864,10.3029542869769,0.549372014055169,380
-9.87447318010597,0.0820803032165355,15.3495825265206,0.171824022010498,380
-8.28372441325369,0.118476083034378,16.9376676240845,0.184466708621823,380
-7.55267239573645,0.0905232811773548,17.9063479960177,0.247793831777812,380
-7.12125444096479,0.0682509701629271,16.996948618623,1.2998157722179,380
-7.09056089997527,-0.00464214368400396,2.68685646407035,0.435159082405813,380
-7.37355123560332,0.00639138075538842,7.3120222273192,1.66829229154307,380
-7.49491684659315,0.0091084236736611,10.2660034811347,1.38621231512295,380
